"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"plumber","plumber","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.0.0)","R6 (>= 2.0.0), stringi (>= 0.3.0), jsonlite (>= 0.9.16),
webutils (>= 1.1), httpuv (>= 1.5.0), crayon, promises (>=
1.1.0), sodium, swagger (>= 3.33.0), magrittr, mime, lifecycle",NA,"testthat (>= 0.11.0), rmarkdown, base64enc, htmlwidgets,
visNetwork, later, readr, yaml, feather, future",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"plyr","plyr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.8.6",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"PMCMRplus","PMCMRplus","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.9.0",NA,"R (>= 3.5.0)","mvtnorm (>= 1.0), multcompView, gmp, Rmpfr, SuppDists,
kSamples (>= 1.2.7), BWStest (>= 0.2.1), MASS",NA,"xtable, graphics, knitr, rmarkdown, car, e1071, multcomp,
pwr, NSM3",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.3"
"pmdplyr","pmdplyr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.4), dplyr (>= 1.0.0)","lubridate, magrittr, pillar, tidyr, tibble, tidyselect, utils,
vctrs, rlang (>= 0.4.0)",NA,"tsibble, plm, panelr, haven, utf8, sjlabelled, knitr,
rmarkdown, testthat (>= 2.1.0), covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"pmlbr","pmlbr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.2.0)","utils, FNN, stats",NA,NA,NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"PMwR","PMwR","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.16-0",NA,"R (>= 3.2)","NMOF, datetimeutils, fastmatch, orgutils, parallel, textutils,
utils, zoo",NA,"crayon, rbenchmark, tinytest",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"png","png","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1-7",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"polite","polite","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.1",NA,NA,"here, httr, magrittr, memoise, ratelimitr, robotstxt, rvest,
stats, usethis",NA,"dplyr, testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"polspline","polspline","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.19",NA,NA,"stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"polyclip","polyclip","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.10-0",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.0.3"
"polynom","polynom","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4-0",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"poorman","poorman","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.4",NA,"R (>= 3.5)",NA,NA,"knitr, pkgdown, rmarkdown, roxygen2, tinytest",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"ppsr","ppsr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.2",NA,NA,"ggplot2 (>= 3.3.3), parsnip (>= 0.1.5), rpart (>= 4.1.15),
withr (>= 2.4.1), gridExtra (>= 2.3), parallel (>= 4.0.3)",NA,"testthat (>= 2.0.0)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.4"
"pracma","pracma","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.3.3",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"praise","praise","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"prediction","prediction","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.14",NA,"R (>= 3.5.0)","utils, stats, data.table",NA,"datasets, methods, testthat","AER, aod, betareg, biglm, brglm, caret, crch, e1071, earth,
ff, ffbase, gam (>= 1.15), gee, glmnet, glmx, kernlab, lme4,
MASS, mclogit, mda, mlogit, MNP, nlme, nnet, ordinal, plm,
pscl, quantreg, rpart, sampleSelection, speedglm, survey (>=
3.31-5), survival, truncreg, VGAM","MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"preprocessCore","preprocessCore","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.52.0",NA,NA,"stats",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"prettydoc","prettydoc","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.1",NA,NA,"rmarkdown (>= 1.17)",NA,"knitr, KernSmooth",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.0.3"
"prettyunits","prettyunits","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.1",NA,NA,NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"prismatic","prismatic","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.2)","farver (>= 2.0.1)",NA,"covr, crayon, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"pROC","pROC","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.17.0.1",NA,"R (>= 2.14)","methods, plyr, Rcpp (>= 0.11.1)","Rcpp","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.3"
"processx","processx","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.4.5",NA,NA,"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.2.0), codetools, covr, crayon, curl, debugme,
parallel, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"prodlim","prodlim","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2019.11.13",NA,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"profileModel","profileModel","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.1",NA,"R (>= 2.6.0)",NA,NA,"MASS, gnm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"profvis","profvis","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.7",NA,"R (>= 3.0)","htmlwidgets (>= 0.3.2), stringr",NA,"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"progress","progress","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"progressr","progressr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.0",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, crayon, pbmcapply, progress, purrr,
foreach, plyr, doFuture, future, future.apply, furrr, shiny,
commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"proj4","proj4","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0-10.1",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"projpred","projpred","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.2",NA,"R (>= 3.5.0)","methods, dplyr, loo (>= 2.0.0), rstantools (>= 2.0.0), lme4,
optimx, ggplot2, Rcpp, utils, rngtools (>= 1.2.4), tidyverse,
MASS, magrittr, mgcv, gamm4","Rcpp, RcppArmadillo","rstanarm, brms, testthat, knitr, rmarkdown, glmnet, bayesplot
(>= 1.5.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"promises","promises","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.0.1",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"prophet","prophet","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.1",NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), rlang (>= 0.3.0.1)","dplyr (>= 0.7.7), dygraphs (>= 1.1.1.4), extraDistr, ggplot2,
grid, methods, rstan (>= 2.18.1), rstantools (>= 2.0.0),
scales, stats, tidyr (>= 0.6.1), xts","BH (>= 1.66.0), Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0),
rstan (>= 2.18.1), StanHeaders (>= 2.18.0)","knitr, testthat, readr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"proto","proto","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,NA,NA,NA,"testthat, covr",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"proxy","proxy","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4-25",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.4"
"proxyC","proxyC","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.1.0), methods","Matrix (>= 1.2), Rcpp (>= 0.12.12), RcppParallel","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","testthat, proxy",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"pryr","pryr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.4",NA,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0)","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"ps","ps","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.6.0",NA,"R (>= 3.1)","utils",NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.4"
"pscl","pscl","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5.5",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"psidR","psidR","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0",NA,"R (>= 3.5.0)","data.table, RCurl, foreign, SAScii, openxlsx, futile.logger",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"psych","psych","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.12",NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",NA,"psychTools, GPArotation, lavaan, lme4, Rcsdp, graph,
Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"purrr","purrr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.4",NA,"R (>= 3.2)","magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"purrrlyr","purrrlyr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.7",NA,NA,"dplyr (>= 0.8.0), magrittr (>= 1.5), purrr (>= 0.2.2), Rcpp","BH, Rcpp","covr, testthat (>= 3.0.0)",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"pushoverr","pushoverr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.0.0)","assertthat, httr",NA,NA,NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"pwt","pwt","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","7.1-1",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"qap","qap","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1-1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"qlcMatrix","qlcMatrix","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.9.7",NA,"Matrix (>= 1.1-0), R (>= 3.2), slam (>= 0.1-32), sparsesvd","methods, docopt",NA,"MASS, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"qpdf","qpdf","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1",NA,NA,"Rcpp, askpass, curl","Rcpp","testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.0.3"
"quadprog","quadprog","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"Quandl","Quandl","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.10.0",NA,"R (>= 2.15.0), xts","httr (>= 0.6.1), zoo, jsonlite (>= 0.9.14)",NA,"testthat (>= 0.10.0), roxygen2, timeSeries",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"quantdates","quantdates","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0",NA,"R (>= 2.10)","lubridate (>= 1.7.4)",NA,"knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"quanteda","quanteda","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.1.2",NA,"R (>= 3.1.0), methods","data.table (>= 1.9.6), extrafont, fastmatch, ggplot2 (>=
2.2.0), ggrepel, jsonlite, magrittr, Matrix (>= 1.2), network,
Rcpp (>= 0.12.12), RcppParallel, sna, SnowballC, stopwords,
stringi, xml2, yaml, proxyC (>= 0.1.4), digest","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","dplyr, DT, e1071, entropy, ExPosition, lda, lsa, proxy,
purrr, quanteda.textmodels, RColorBrewer, rmarkdown, slam,
spacyr, spelling, stm, svs, testthat, text2vec, tibble,
formatR, tidytext, tm (>= 0.6), tokenizers, topicmodels,
xtable, knitr, igraph, wordcloud",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"quantmod","quantmod","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.18",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl",NA,"DBI,RMySQL,RSQLite,timeSeries,xml2,downloader,jsonlite(>=
1.1)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"quantreg","quantreg","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","5.85",NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels, conquer",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.4"
"questionr","questionr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.4",NA,"R (>= 3.5.0)","shiny (>= 1.0.5), miniUI, rstudioapi, highr, styler, classInt,
htmltools, graphics, stats, utils, labelled (>= 2.6.0)",NA,"testthat, roxygen2, dplyr, ggplot2, tidyr, janitor, forcats,
knitr, rmarkdown, survey, Hmisc",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"R.cache","R.cache","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.14.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.23.0), R.utils (>=
2.8.0), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.3"
"R.devices","R.devices","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.17.0",NA,"R (>= 2.14.0)","grDevices, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils
(>= 2.10.1), base64enc (>= 0.1-2)",NA,"digest (>= 0.6.13), Cairo (>= 1.5-9), R.rsp",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.3"
"R.methodsS3","R.methodsS3","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.8.1",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.3"
"R.oo","R.oo","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.24.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.0)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.3"
"R.utils","R.utils","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.10.1",NA,"R (>= 2.14.0), R.oo (>= 1.23.0)","methods, utils, tools, R.methodsS3 (>= 1.8.0)",NA,"digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.3"
"r2d3","r2d3","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 3.1.2)","htmlwidgets (>= 1.2), htmltools, jsonlite, rstudioapi",NA,"knitr, rmarkdown, R6, shiny, shinytest, testthat, webshot",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"R6","R6","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.5.0",NA,"R (>= 3.0)",NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rafalib","rafalib","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,NA,"RColorBrewer",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.3"
"rainbow","rainbow","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.6",NA,"R (>= 3.4.0), MASS, pcaPP","hdrcde, cluster, colorspace, ks",NA,"forecast",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ralger","ralger","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.2.3",NA,NA,"rvest, xml2, tidyr, dplyr, stringr, robotstxt, crayon, curl,
stringi",NA,"knitr, testthat, rmarkdown, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.4"
"randomForest","randomForest","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","4.6-14",NA,"R (>= 3.2.2), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"randomForestSRC","randomForestSRC","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.10.1",NA,"R (>= 3.6.0),","parallel, data.tree, DiagrammeR",NA,"survival, pec, prodlim, mlbench, akima, caret, imbalance,
cluster",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.3"
"randtoolbox","randtoolbox","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.30.1",NA,"rngWELL (>= 0.10-1)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"ranger","ranger","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.12.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"RANN","RANN","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.6.1",NA,NA,NA,NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.3"
"rappdirs","rappdirs","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"raster","raster","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.4-5",NA,"sp (>= 1.4.1), R (>= 3.5.0)","Rcpp, methods","Rcpp","rgdal (>= 1.5-8), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf, tinytest, gstat, fields",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.3"
"ratelimitr","ratelimitr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.1",NA,NA,"assertthat",NA,"testthat, microbenchmark, knitr, rmarkdown, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"rattle","rattle","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","5.4.0",NA,"R (>= 3.5.0), tibble, bitops","stats, utils, ggplot2, grDevices, graphics, magrittr, methods,
stringi, stringr, tidyr, dplyr, XML, rpart.plot",NA,"pmml (>= 1.2.13), colorspace, ada, amap, arules, arulesViz,
biclust, cairoDevice, cba, cluster, corrplot, descr, doBy,
e1071, ellipse, fBasics, foreign, fpc, gdata, ggdendro,
ggraptR, gplots, grid, gridExtra, gtools, hmeasure, Hmisc,
kernlab, Matrix, mice, nnet, party, plyr, psych, randomForest,
RColorBrewer, readxl, reshape, rggobi, RGtk2, ROCR, RODBC,
rpart, scales, SnowballC, survival, timeDate, tm, verification,
wskm, xgboost",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"rayimage","rayimage","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.5.1",NA,"R (>= 3.0.2)","Rcpp, png, magrittr, jpeg, grDevices","Rcpp, RcppArmadillo, progress","magick, raster",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"rayshader","rayshader","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.19.2",NA,"R (>= 3.0.2)","doParallel, foreach, Rcpp, progress, raster, scales, png,
magrittr, rgl, grDevices, grid, utils, methods, terrainmeshr,
rayimage","Rcpp, progress, RcppArmadillo","reshape2, viridis, av, magick, ggplot2, sf, rayrender,
isoband",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"rbibutils","rbibutils","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0",NA,"R (>= 2.10)","utils, tools",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"RblDataLicense","RblDataLicense","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.3",NA,"RCurl, xts",NA,NA,"knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"Rblpapi","Rblpapi","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.10",NA,NA,"Rcpp (>= 0.11.0), utils","Rcpp, BH","fts, xts, zoo, data.table, knitr, RUnit",NA,"file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"Rborist","Rborist","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2-3",NA,"R(>= 3.3)","Rcpp (>= 0.12.2), data.table (>= 1.9.8), digest","Rcpp","testthat, knitr, rmarkdown",NA,"MPL (>= 2) | GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"Rchoice","Rchoice","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3-2",NA,"R (>= 3.1.0), Formula, maxLik","msm, plm, plotrix, stats, graphics",NA,"car, lmtest, memisc, pglm, sandwich",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"rcmdcheck","rcmdcheck","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3.3",NA,NA,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"Rcmdr","Rcmdr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.7-1",NA,"R (>= 3.5.0), grDevices, graphics, methods, stats, utils,
splines, RcmdrMisc (>= 2.7-1), car (>= 3.0-8), effects (>=
4.0-3)","tcltk, tcltk2 (>= 1.2-6), abind, relimp (>= 1.0-5), lme4",NA,"aplpack, boot, colorspace, e1071, foreign, grid, Hmisc,
knitr, lattice, leaps, lmtest, markdown, MASS, mgcv, multcomp
(>= 0.991-2), nlme, nnet, nortest, readxl, rgl (>= 0.96.0),
rmarkdown (>= 0.9.5), sem (>= 2.1-1)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"RcmdrMisc","RcmdrMisc","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.7-1",NA,"R (>= 3.5.0), utils, car (>= 3.0-0), sandwich","abind, colorspace, Hmisc (>= 4.1-0), MASS, e1071, foreign,
haven, readstata13, readxl, graphics, grDevices, stats,
nortest, lattice",NA,"boot, datasets, carData",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"RColorBrewer","RColorBrewer","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1-2",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.0.3"
"rcompanion","rcompanion","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.3.27",NA,"R (>= 3.3.0)","stats (>= 3.3.0), graphics (>= 3.3.0), boot (>= 1.3-18),
DescTools (>= 0.99.17), multcompView (>= 0.1-7), plyr (>=
1.8.4), EMT (>= 1.1), coin (>= 1.1-2), lmtest (>= 0.9-34),
nortest (>= 1.0-4)",NA,"FSA (>= 0.8.9)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"Rcpp","Rcpp","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.6",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"RcppArmadillo","RcppArmadillo","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.10.2.2.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.4"
